path,sentence
converted_4rqv6rrro_frase_7_2018-08-29_60_Salvador_Bahia_Feminino_Mestrado.wav,"Tenho aptidão para tirar fotos de motos e guitarras, então recebi em dólar e comprei um carro, joias e relógios para nós. A atriz teve uma ótima atuação no espetáculo e recebeu meus parabéns e um presente pela apresentação fantástica."
converted_4rqv6rrro_frase_8_2018-08-29_60_Salvador_Bahia_Feminino_Mestrado.wav,"Eu criei muita expectativa nesse trabalho. O chefe não ouviu meu clamor, continuou sorrindo para mim e segurando a colher que estava suja de abacate ele disse ""A palavra caçador se escreve com cê cedilha""."
converted_4rqv6rrro_frase_9_2018-08-29_60_Salvador_Bahia_Feminino_Mestrado.wav,"O Brasil é um país injusto e desigual, é errado não partilhar a comida com os mais necessitados. Mas só vota quem tiver o título de eleitor."
converted_53y2suqwm_frase_10_1992-11-27_25_MontesClaros_MinasGerais_Masculino_EnsinoSuperiorIncompleto.wav,"Esse canal tem bastante pornografia e a abertura do campeonato ocorreu antes de ontem, quando os turistas japoneses procuravam belas casas para alugar."
converted_53y2suqwm_frase_11_1992-11-27_25_MontesClaros_MinasGerais_Masculino_EnsinoSuperiorIncompleto.wav,"O biscoito era de chocolate com morango, por isso escolhi o bombom de chocolate ao leite com licor de amarula. Ainda precisamos comprar pó de café, pão francês, abóbora e melão."
converted_53y2suqwm_frase_12_1992-11-27_25_MontesClaros_MinasGerais_Masculino_EnsinoSuperiorIncompleto.wav,"Segurei a panela de macarrão com apenas uma mão e as duas pilhas que eu lhe dei caíram no chão. A rã está embaixo do fogão, deve ser retirada logo, pois tenho medo de répteis e de minhocas."
converted_53y2suqwm_frase_14_1992-11-27_25_MontesClaros_MinasGerais_Masculino_EnsinoSuperiorIncompleto.wav,Ele ficou chateado porque foi chamado de burro pelo escrivão zangado enquanto lavava sua blusa azul de lã com água e sabão.
converted_53y2suqwm_frase_15_1992-11-27_25_MontesClaros_MinasGerais_Masculino_EnsinoSuperiorIncompleto.wav,Li que o escrivão mora sozinho perto da plantação de feijão e sorte que o jacaré que fugiu do zoológico já foi encontrado.
converted_53y2suqwm_frase_1_1992-11-27_25_MontesClaros_MinasGerais_Masculino_EnsinoSuperiorIncompleto.wav,"Eu rasguei todo meu dinheiro em vão, minha família depende da aposentadoria do meu avô. Mas o dia amanheceu ensolarado e eu fiquei feliz porque minha tia viajou para Porto Alegre às sete horas."
converted_53y2suqwm_frase_2_1992-11-27_25_MontesClaros_MinasGerais_Masculino_EnsinoSuperiorIncompleto.wav,"O telejornal da Globo terminou agora a pouco, todos se levantaram, a porta bateu forte e meu tio xingou bastante. Mas disse que é um grande prazer ter os sobrinhos hospedados em casa e não em um dos hotéis do sudoeste."
converted_53y2suqwm_frase_3_1992-11-27_25_MontesClaros_MinasGerais_Masculino_EnsinoSuperiorIncompleto.wav,"Para ganhar, preciso decifrar o código até amanhã. Os papéis foram rasgados mas ainda é possível ler informações importantes."
converted_53y2suqwm_frase_4_1992-11-27_25_MontesClaros_MinasGerais_Masculino_EnsinoSuperiorIncompleto.wav,Suas atitudes são muito drásticas e resultarão em guerra entre vocês. Ela chegou a pedir o divórcio antes dele morrer e pensou que podia compartilhar esse documento com você.
converted_53y2suqwm_frase_5_1992-11-27_25_MontesClaros_MinasGerais_Masculino_EnsinoSuperiorIncompleto.wav,"Meu orientador disse que o professor de Português e a professora de Matemática se casaram e foram morar na Nigéria, onde o clima está muito diferente de dez anos atrás."
converted_53y2suqwm_frase_6_1992-11-27_25_MontesClaros_MinasGerais_Masculino_EnsinoSuperiorIncompleto.wav,"Você tem razão, a correção da prova não foi justa e a turma tirou notas abaixo da média. Assim como a gestão do atual prefeito, a diretoria não está agradando o povo."
converted_53y2suqwm_frase_7_1992-11-27_25_MontesClaros_MinasGerais_Masculino_EnsinoSuperiorIncompleto.wav,"Tenho aptidão para tirar fotos de motos e guitarras, então recebi em dólar e comprei um carro, joias e relógios para nós. A atriz teve uma ótima atuação no espetáculo e recebeu meus parabéns e um presente pela apresentação fantástica."
converted_53y2suqwm_frase_8_1992-11-27_25_MontesClaros_MinasGerais_Masculino_EnsinoSuperiorIncompleto.wav,"Eu criei muita expectativa nesse trabalho. O chefe não ouviu meu clamor, continuou sorrindo para mim e segurando a colher que estava suja de abacate ele disse ""A palavra caçador se escreve com cê cedilha""."
converted_53y2suqwm_frase_9_1992-11-27_25_MontesClaros_MinasGerais_Masculino_EnsinoSuperiorIncompleto.wav,"O Brasil é um país injusto e desigual, é errado não partilhar a comida com os mais necessitados. Mas só vota quem tiver o título de eleitor."
converted_59zo1cgky_frase_10_2018-06-22_30_Aracaju_Sergipe_Masculino_Doutorado.wav,"Esse canal tem bastante pornografia e a abertura do campeonato ocorreu antes de ontem, quando os turistas japoneses procuravam belas casas para alugar."
converted_59zo1cgky_frase_11_2018-06-22_30_Aracaju_Sergipe_Masculino_Doutorado.wav,"O biscoito era de chocolate com morango, por isso escolhi o bombom de chocolate ao leite com licor de amarula. Ainda precisamos comprar pó de café, pão francês, abóbora e melão."
converted_59zo1cgky_frase_12_2018-06-22_30_Aracaju_Sergipe_Masculino_Doutorado.wav,"Segurei a panela de macarrão com apenas uma mão e as duas pilhas que eu lhe dei caíram no chão. A rã está embaixo do fogão, deve ser retirada logo, pois tenho medo de répteis e de minhocas."
converted_59zo1cgky_frase_14_2018-06-22_30_Aracaju_Sergipe_Masculino_Doutorado.wav,Ele ficou chateado porque foi chamado de burro pelo escrivão zangado enquanto lavava sua blusa azul de lã com água e sabão.
converted_59zo1cgky_frase_1_2018-06-22_30_Aracaju_Sergipe_Masculino_Doutorado.wav,"Eu rasguei todo meu dinheiro em vão, minha família depende da aposentadoria do meu avô. Mas o dia amanheceu ensolarado e eu fiquei feliz porque minha tia viajou para Porto Alegre às sete horas."
converted_59zo1cgky_frase_2_2018-06-22_30_Aracaju_Sergipe_Masculino_Doutorado.wav,"O telejornal da Globo terminou agora a pouco, todos se levantaram, a porta bateu forte e meu tio xingou bastante. Mas disse que é um grande prazer ter os sobrinhos hospedados em casa e não em um dos hotéis do sudoeste."
converted_59zo1cgky_frase_3_2018-06-22_30_Aracaju_Sergipe_Masculino_Doutorado.wav,"Para ganhar, preciso decifrar o código até amanhã. Os papéis foram rasgados mas ainda é possível ler informações importantes."
converted_59zo1cgky_frase_4_2018-06-22_30_Aracaju_Sergipe_Masculino_Doutorado.wav,Suas atitudes são muito drásticas e resultarão em guerra entre vocês. Ela chegou a pedir o divórcio antes dele morrer e pensou que podia compartilhar esse documento com você.
converted_59zo1cgky_frase_5_2018-06-22_30_Aracaju_Sergipe_Masculino_Doutorado.wav,"Meu orientador disse que o professor de Português e a professora de Matemática se casaram e foram morar na Nigéria, onde o clima está muito diferente de dez anos atrás."
converted_59zo1cgky_frase_6_2018-06-22_30_Aracaju_Sergipe_Masculino_Doutorado.wav,"Você tem razão, a correção da prova não foi justa e a turma tirou notas abaixo da média. Assim como a gestão do atual prefeito, a diretoria não está agradando o povo."
converted_59zo1cgky_frase_7_2018-06-22_30_Aracaju_Sergipe_Masculino_Doutorado.wav,"Tenho aptidão para tirar fotos de motos e guitarras, então recebi em dólar e comprei um carro, joias e relógios para nós. A atriz teve uma ótima atuação no espetáculo e recebeu meus parabéns e um presente pela apresentação fantástica."
converted_59zo1cgky_frase_8_2018-06-22_30_Aracaju_Sergipe_Masculino_Doutorado.wav,"Eu criei muita expectativa nesse trabalho. O chefe não ouviu meu clamor, continuou sorrindo para mim e segurando a colher que estava suja de abacate ele disse ""A palavra caçador se escreve com cê cedilha""."
converted_59zo1cgky_frase_9_2018-06-22_30_Aracaju_Sergipe_Masculino_Doutorado.wav,"O Brasil é um país injusto e desigual, é errado não partilhar a comida com os mais necessitados. Mas só vota quem tiver o título de eleitor."
converted_6cl0xknze_frase_10_2017-12-12_29_Aracaju_Sergipe_Feminino_EnsinoSuperiorCompleto.wav,"Esse canal tem bastante pornografia e a abertura do campeonato ocorreu antes de ontem, quando os turistas japoneses procuravam belas casas para alugar."
converted_6cl0xknze_frase_11_2017-12-12_29_Aracaju_Sergipe_Feminino_EnsinoSuperiorCompleto.wav,"O biscoito era de chocolate com morango, por isso escolhi o bombom de chocolate ao leite com licor de amarula. Ainda precisamos comprar pó de café, pão francês, abóbora e melão."
converted_6cl0xknze_frase_12_2017-12-12_29_Aracaju_Sergipe_Feminino_EnsinoSuperiorCompleto.wav,"Segurei a panela de macarrão com apenas uma mão e as duas pilhas que eu lhe dei caíram no chão. A rã está embaixo do fogão, deve ser retirada logo, pois tenho medo de répteis e de minhocas."
converted_6cl0xknze_frase_14_2017-12-12_29_Aracaju_Sergipe_Feminino_EnsinoSuperiorCompleto.wav,Ele ficou chateado porque foi chamado de burro pelo escrivão zangado enquanto lavava sua blusa azul de lã com água e sabão.
converted_6cl0xknze_frase_15_2017-12-12_29_Aracaju_Sergipe_Feminino_EnsinoSuperiorCompleto.wav,Li que o escrivão mora sozinho perto da plantação de feijão e sorte que o jacaré que fugiu do zoológico já foi encontrado.
converted_6cl0xknze_frase_1_2017-12-12_29_Aracaju_Sergipe_Feminino_EnsinoSuperiorCompleto.wav,"Eu rasguei todo meu dinheiro em vão, minha família depende da aposentadoria do meu avô. Mas o dia amanheceu ensolarado e eu fiquei feliz porque minha tia viajou para Porto Alegre às sete horas."
converted_6cl0xknze_frase_2_2017-12-12_29_Aracaju_Sergipe_Feminino_EnsinoSuperiorCompleto.wav,"O telejornal da Globo terminou agora a pouco, todos se levantaram, a porta bateu forte e meu tio xingou bastante. Mas disse que é um grande prazer ter os sobrinhos hospedados em casa e não em um dos hotéis do sudoeste."
converted_6cl0xknze_frase_3_2017-12-12_29_Aracaju_Sergipe_Feminino_EnsinoSuperiorCompleto.wav,"Para ganhar, preciso decifrar o código até amanhã. Os papéis foram rasgados mas ainda é possível ler informações importantes."
converted_6cl0xknze_frase_4_2017-12-12_29_Aracaju_Sergipe_Feminino_EnsinoSuperiorCompleto.wav,Suas atitudes são muito drásticas e resultarão em guerra entre vocês. Ela chegou a pedir o divórcio antes dele morrer e pensou que podia compartilhar esse documento com você.
converted_6cl0xknze_frase_5_2017-12-12_29_Aracaju_Sergipe_Feminino_EnsinoSuperiorCompleto.wav,"Meu orientador disse que o professor de Português e a professora de Matemática se casaram e foram morar na Nigéria, onde o clima está muito diferente de dez anos atrás."
converted_6cl0xknze_frase_6_2017-12-12_29_Aracaju_Sergipe_Feminino_EnsinoSuperiorCompleto.wav,"Você tem razão, a correção da prova não foi justa e a turma tirou notas abaixo da média. Assim como a gestão do atual prefeito, a diretoria não está agradando o povo."
converted_6cl0xknze_frase_8_2017-12-12_29_Aracaju_Sergipe_Feminino_EnsinoSuperiorCompleto.wav,"Eu criei muita expectativa nesse trabalho. O chefe não ouviu meu clamor, continuou sorrindo para mim e segurando a colher que estava suja de abacate ele disse ""A palavra caçador se escreve com cê cedilha""."
converted_6cl0xknze_frase_9_2017-12-12_29_Aracaju_Sergipe_Feminino_EnsinoSuperiorCompleto.wav,"O Brasil é um país injusto e desigual, é errado não partilhar a comida com os mais necessitados. Mas só vota quem tiver o título de eleitor."
converted_9er8q86jp_frase_1_36_2018-08-12_29_salvador_Bahia_Feminino_EnsinoSuperiorIncompleto.wav,"Eu rasguei todo meu dinheiro em vão, minha família depende da aposentadoria do meu avô. Mas o dia amanheceu ensolarado e eu fiquei feliz porque minha tia viajou para Porto Alegre às sete horas."
converted_9er8q86jp_frase_2_36_2018-08-12_salvador_Bahia_Feminino_EnsinoSuperiorIncompleto.wav,"O telejornal da Globo terminou agora a pouco, todos se levantaram, a porta bateu forte e meu tio xingou bastante. Mas disse que é um grande prazer ter os sobrinhos hospedados em casa e não em um dos hotéis do sudoeste."
converted_9er8q86jp_frase_3_36_2018-08-12_salvador_Bahia_Feminino_EnsinoSuperiorIncompleto.wav,"Para ganhar, preciso decifrar o código até amanhã. Os papéis foram rasgados mas ainda é possível ler informações importantes."
converted_9er8q86jp_frase_4_36_2018-08-12_salvador_Bahia_Feminino_EnsinoSuperiorIncompleto.wav,Suas atitudes são muito drásticas e resultarão em guerra entre vocês. Ela chegou a pedir o divórcio antes dele morrer e pensou que podia compartilhar esse documento com você.
converted_9er8q86jp_frase_5_36_2018-08-12_salvador_Bahia_Feminino_EnsinoSuperiorIncompleto.wav,"Meu orientador disse que o professor de Português e a professora de Matemática se casaram e foram morar na Nigéria, onde o clima está muito diferente de dez anos atrás."
converted_9er8q86jp_frase_6_36_2018-08-12_salvador_Bahia_Feminino_EnsinoSuperiorIncompleto.wav,"Você tem razão, a correção da prova não foi justa e a turma tirou notas abaixo da média. Assim como a gestão do atual prefeito, a diretoria não está agradando o povo."
converted_9er8q86jp_frase_7_36_2018-08-12_salvador_Bahia_Feminino_EnsinoSuperiorIncompleto.wav,"Tenho aptidão para tirar fotos de motos e guitarras, então recebi em dólar e comprei um carro, joias e relógios para nós. A atriz teve uma ótima atuação no espetáculo e recebeu meus parabéns e um presente pela apresentação fantástica."
converted_9er8q86jp_frase_9_36_2018-08-12_salvador_Bahia_Feminino_EnsinoSuperiorIncompleto.wav,"O Brasil é um país injusto e desigual, é errado não partilhar a comida com os mais necessitados. Mas só vota quem tiver o título de eleitor."
converted_9kmu6j14t_frase_1_2018-07-29_37_SimõesFilho_Bahia_Masculino_EnsinoSuperiorCompleto.wav,"Eu rasguei todo meu dinheiro em vão, minha família depende da aposentadoria do meu avô. Mas o dia amanheceu ensolarado e eu fiquei feliz porque minha tia viajou para Porto Alegre às sete horas."
converted_9kmu6j14t_frase_2_2018-07-29_37_SimõesFilho_Bahia_Masculino_EnsinoSuperiorCompleto.wav,"O telejornal da Globo terminou agora a pouco, todos se levantaram, a porta bateu forte e meu tio xingou bastante. Mas disse que é um grande prazer ter os sobrinhos hospedados em casa e não em um dos hotéis do sudoeste."
converted_9kmu6j14t_frase_3_2018-07-29_37_SimõesFilho_Bahia_Masculino_EnsinoSuperiorCompleto.wav,"Para ganhar, preciso decifrar o código até amanhã. Os papéis foram rasgados mas ainda é possível ler informações importantes."
converted_gwz6vvb2g_frase_10_2018-06-25_28_Brumado_Bahia_Feminino_Doutorado.wav,"Esse canal tem bastante pornografia e a abertura do campeonato ocorreu antes de ontem, quando os turistas japoneses procuravam belas casas para alugar."
converted_gwz6vvb2g_frase_11_2018-06-25_28_Brumado_Bahia_Feminino_Doutorado.wav,"O biscoito era de chocolate com morango, por isso escolhi o bombom de chocolate ao leite com licor de amarula. Ainda precisamos comprar pó de café, pão francês, abóbora e melão."
converted_gwz6vvb2g_frase_12_2018-06-25_28_Brumado_Bahia_Feminino_Doutorado.wav,"Segurei a panela de macarrão com apenas uma mão e as duas pilhas que eu lhe dei caíram no chão. A rã está embaixo do fogão, deve ser retirada logo, pois tenho medo de répteis e de minhocas."
converted_gwz6vvb2g_frase_14_2018-06-25_28_Brumado_Bahia_Feminino_Doutorado.wav,Ele ficou chateado porque foi chamado de burro pelo escrivão zangado enquanto lavava sua blusa azul de lã com água e sabão.
converted_gwz6vvb2g_frase_15_2018-06-25_28_Brumado_Bahia_Feminino_Doutorado.wav,Li que o escrivão mora sozinho perto da plantação de feijão e sorte que o jacaré que fugiu do zoológico já foi encontrado.
converted_gwz6vvb2g_frase_1_2018-06-25_28_Brumado_Bahia_Feminino_Doutorado.wav,"Eu rasguei todo meu dinheiro em vão, minha família depende da aposentadoria do meu avô. Mas o dia amanheceu ensolarado e eu fiquei feliz porque minha tia viajou para Porto Alegre às sete horas."
converted_gwz6vvb2g_frase_2_2018-06-25_28_Brumado_Bahia_Feminino_Doutorado.wav,"O telejornal da Globo terminou agora a pouco, todos se levantaram, a porta bateu forte e meu tio xingou bastante. Mas disse que é um grande prazer ter os sobrinhos hospedados em casa e não em um dos hotéis do sudoeste."
converted_gwz6vvb2g_frase_3_2018-06-25_28_Brumado_Bahia_Feminino_Doutorado.wav,"Para ganhar, preciso decifrar o código até amanhã. Os papéis foram rasgados mas ainda é possível ler informações importantes."
converted_gwz6vvb2g_frase_4_2018-06-25_28_Brumado_Bahia_Feminino_Doutorado.wav,Suas atitudes são muito drásticas e resultarão em guerra entre vocês. Ela chegou a pedir o divórcio antes dele morrer e pensou que podia compartilhar esse documento com você.
converted_gwz6vvb2g_frase_5_2018-06-25_28_Brumado_Bahia_Feminino_Doutorado.wav,"Meu orientador disse que o professor de Português e a professora de Matemática se casaram e foram morar na Nigéria, onde o clima está muito diferente de dez anos atrás."
converted_gwz6vvb2g_frase_6_2018-06-25_28_Brumado_Bahia_Feminino_Doutorado.wav,"Você tem razão, a correção da prova não foi justa e a turma tirou notas abaixo da média. Assim como a gestão do atual prefeito, a diretoria não está agradando o povo."
converted_gwz6vvb2g_frase_7_2018-06-25_28_Brumado_Bahia_Feminino_Doutorado.wav,"Tenho aptidão para tirar fotos de motos e guitarras, então recebi em dólar e comprei um carro, joias e relógios para nós. A atriz teve uma ótima atuação no espetáculo e recebeu meus parabéns e um presente pela apresentação fantástica."
converted_gwz6vvb2g_frase_8_2018-06-25_28_Brumado_Bahia_Feminino_Doutorado.wav,"Eu criei muita expectativa nesse trabalho. O chefe não ouviu meu clamor, continuou sorrindo para mim e segurando a colher que estava suja de abacate ele disse ""A palavra caçador se escreve com cê cedilha""."
converted_gwz6vvb2g_frase_9_2018-06-25_28_Brumado_Bahia_Feminino_Doutorado.wav,"O Brasil é um país injusto e desigual, é errado não partilhar a comida com os mais necessitados. Mas só vota quem tiver o título de eleitor."
converted_irxckyggt_frase_10_2017-11-16_40_SaoFrancisco_MinasGerais_Masculino_Mestrado.wav,"Esse canal tem bastante pornografia e a abertura do campeonato ocorreu antes de ontem, quando os turistas japoneses procuravam belas casas para alugar."
converted_irxckyggt_frase_11_2017-11-16_40_SaoFrancisco_MinasGerais_Masculino_Mestrado.wav,"O biscoito era de chocolate com morango, por isso escolhi o bombom de chocolate ao leite com licor de amarula. Ainda precisamos comprar pó de café, pão francês, abóbora e melão."
converted_irxckyggt_frase_12_2017-11-16_40_SaoFrancisco_MinasGerais_Masculino_Mestrado.wav,"Segurei a panela de macarrão com apenas uma mão e as duas pilhas que eu lhe dei caíram no chão. A rã está embaixo do fogão, deve ser retirada logo, pois tenho medo de répteis e de minhocas."
converted_irxckyggt_frase_14_2017-11-16_40_SaoFrancisco_MinasGerais_Masculino_Mestrado.wav,Ele ficou chateado porque foi chamado de burro pelo escrivão zangado enquanto lavava sua blusa azul de lã com água e sabão.
converted_irxckyggt_frase_15_2017-11-16_40_SaoFrancisco_MinasGerais_Masculino_Mestrado.wav,Li que o escrivão mora sozinho perto da plantação de feijão e sorte que o jacaré que fugiu do zoológico já foi encontrado.
converted_irxckyggt_frase_1_2017-11-16_40_SaoFrancisco_MinasGerais_Masculino_Mestrado.wav,"Eu rasguei todo meu dinheiro em vão, minha família depende da aposentadoria do meu avô. Mas o dia amanheceu ensolarado e eu fiquei feliz porque minha tia viajou para Porto Alegre às sete horas."
converted_irxckyggt_frase_2_2017-11-16_40_SaoFrancisco_MinasGerais_Masculino_Mestrado.wav,"O telejornal da Globo terminou agora a pouco, todos se levantaram, a porta bateu forte e meu tio xingou bastante. Mas disse que é um grande prazer ter os sobrinhos hospedados em casa e não em um dos hotéis do sudoeste."
converted_irxckyggt_frase_3_2017-11-16_40_SaoFrancisco_MinasGerais_Masculino_Mestrado.wav,"Para ganhar, preciso decifrar o código até amanhã. Os papéis foram rasgados mas ainda é possível ler informações importantes."
converted_irxckyggt_frase_4_2017-11-16_40_SaoFrancisco_MinasGerais_Masculino_Mestrado.wav,Suas atitudes são muito drásticas e resultarão em guerra entre vocês. Ela chegou a pedir o divórcio antes dele morrer e pensou que podia compartilhar esse documento com você.
converted_irxckyggt_frase_5_2017-11-16_40_SaoFrancisco_MinasGerais_Masculino_Mestrado.wav,"Meu orientador disse que o professor de Português e a professora de Matemática se casaram e foram morar na Nigéria, onde o clima está muito diferente de dez anos atrás."
converted_irxckyggt_frase_6_2017-11-16_40_SaoFrancisco_MinasGerais_Masculino_Mestrado.wav,"Você tem razão, a correção da prova não foi justa e a turma tirou notas abaixo da média. Assim como a gestão do atual prefeito, a diretoria não está agradando o povo."
converted_irxckyggt_frase_7_2017-11-16_40_SaoFrancisco_MinasGerais_Masculino_Mestrado.wav,"Tenho aptidão para tirar fotos de motos e guitarras, então recebi em dólar e comprei um carro, joias e relógios para nós. A atriz teve uma ótima atuação no espetáculo e recebeu meus parabéns e um presente pela apresentação fantástica."
converted_irxckyggt_frase_8_2017-11-16_40_SaoFrancisco_MinasGerais_Masculino_Mestrado.wav,"Eu criei muita expectativa nesse trabalho. O chefe não ouviu meu clamor, continuou sorrindo para mim e segurando a colher que estava suja de abacate ele disse ""A palavra caçador se escreve com cê cedilha""."
converted_irxckyggt_frase_9_2017-11-16_40_SaoFrancisco_MinasGerais_Masculino_Mestrado.wav,"O Brasil é um país injusto e desigual, é errado não partilhar a comida com os mais necessitados. Mas só vota quem tiver o título de eleitor."
converted_megrw5usl_frase_10_2018-07-17_19_Salvador_Bahia_Feminino_EnsinoMedioCompleto.wav,"Esse canal tem bastante pornografia e a abertura do campeonato ocorreu antes de ontem, quando os turistas japoneses procuravam belas casas para alugar."
converted_megrw5usl_frase_11_2018-07-17_19_Salvador_Bahia_Feminino_EnsinoMedioCompleto.wav,"O biscoito era de chocolate com morango, por isso escolhi o bombom de chocolate ao leite com licor de amarula. Ainda precisamos comprar pó de café, pão francês, abóbora e melão."
converted_megrw5usl_frase_12_2018-07-17_19_Salvador_Bahia_Feminino_EnsinoMedioCompleto.wav,"Segurei a panela de macarrão com apenas uma mão e as duas pilhas que eu lhe dei caíram no chão. A rã está embaixo do fogão, deve ser retirada logo, pois tenho medo de répteis e de minhocas."
converted_megrw5usl_frase_14_2018-07-17_19_Salvador_Bahia_Feminino_EnsinoMedioCompleto.wav,Ele ficou chateado porque foi chamado de burro pelo escrivão zangado enquanto lavava sua blusa azul de lã com água e sabão.
converted_megrw5usl_frase_15_2018-07-17_19_Salvador_Bahia_Feminino_EnsinoMedioCompleto.wav,Li que o escrivão mora sozinho perto da plantação de feijão e sorte que o jacaré que fugiu do zoológico já foi encontrado.
converted_megrw5usl_frase_1_2018-07-17_19_Salvador_Bahia_Feminino_EnsinoMedioCompleto.wav,"Eu rasguei todo meu dinheiro em vão, minha família depende da aposentadoria do meu avô. Mas o dia amanheceu ensolarado e eu fiquei feliz porque minha tia viajou para Porto Alegre às sete horas."
converted_megrw5usl_frase_2_2018-07-17_19_Salvador_Bahia_Feminino_EnsinoMedioCompleto.wav,"O telejornal da Globo terminou agora a pouco, todos se levantaram, a porta bateu forte e meu tio xingou bastante. Mas disse que é um grande prazer ter os sobrinhos hospedados em casa e não em um dos hotéis do sudoeste."
converted_megrw5usl_frase_3_2018-07-17_19_Salvador_Bahia_Feminino_EnsinoMedioCompleto.wav,"Para ganhar, preciso decifrar o código até amanhã. Os papéis foram rasgados mas ainda é possível ler informações importantes."
converted_megrw5usl_frase_5_2018-07-17_19_Salvador_Bahia_Feminino_EnsinoMedioCompleto.wav,"Meu orientador disse que o professor de Português e a professora de Matemática se casaram e foram morar na Nigéria, onde o clima está muito diferente de dez anos atrás."
converted_megrw5usl_frase_6_2018-07-17_19_Salvador_Bahia_Feminino_EnsinoMedioCompleto.wav,"Você tem razão, a correção da prova não foi justa e a turma tirou notas abaixo da média. Assim como a gestão do atual prefeito, a diretoria não está agradando o povo."
converted_megrw5usl_frase_7_2018-07-17_19_Salvador_Bahia_Feminino_EnsinoMedioCompleto.wav,"Tenho aptidão para tirar fotos de motos e guitarras, então recebi em dólar e comprei um carro, joias e relógios para nós. A atriz teve uma ótima atuação no espetáculo e recebeu meus parabéns e um presente pela apresentação fantástica."
converted_megrw5usl_frase_8_2018-07-17_19_Salvador_Bahia_Feminino_EnsinoMedioCompleto.wav,"Eu criei muita expectativa nesse trabalho. O chefe não ouviu meu clamor, continuou sorrindo para mim e segurando a colher que estava suja de abacate ele disse ""A palavra caçador se escreve com cê cedilha""."
converted_megrw5usl_frase_9_2018-07-17_19_Salvador_Bahia_Feminino_EnsinoMedioCompleto.wav,"O Brasil é um país injusto e desigual, é errado não partilhar a comida com os mais necessitados. Mas só vota quem tiver o título de eleitor."
converted_prdog3qm3_frase_10_2017-11-17_21_MontesClaros_MinasGerais_Feminino_EnsinoSuperiorIncompleto.wav,"Esse canal tem bastante pornografia e a abertura do campeonato ocorreu antes de ontem, quando os turistas japoneses procuravam belas casas para alugar."
converted_prdog3qm3_frase_11_2017-11-17_21_MontesClaros_MinasGerais_Feminino_EnsinoSuperiorIncompleto.wav,"O biscoito era de chocolate com morango, por isso escolhi o bombom de chocolate ao leite com licor de amarula. Ainda precisamos comprar pó de café, pão francês, abóbora e melão."
converted_prdog3qm3_frase_12_2017-11-17_21_MontesClaros_MinasGerais_Feminino_EnsinoSuperiorIncompleto.wav,"Segurei a panela de macarrão com apenas uma mão e as duas pilhas que eu lhe dei caíram no chão. A rã está embaixo do fogão, deve ser retirada logo, pois tenho medo de répteis e de minhocas."
